40.807145,-73.958996,East Campus,Upright piano
40.806916,-73.964027,Lerner Hall,Grand piano
40.807465,-73.961052,Philosophy Hall,Grand piano
40.806054,-73.961935,Wallach Hall,Grand piano
40.806699,-73.959713,Wien Hall,Grand piano
40.807901,-73.965172,Schapiro Hall,Upright piano
40.806409,-73.964332,Broadway Hall,Upright piano
40.805984,-73.962651,John Jay Hall,Grand piano
